,雇主id,雇主名字,provice_name,city_name,订单内容,成交金额,经度,纬度
1336,19767849,t_9203klietq,山东,泰安,【原天猫团队操作】天猫入驻品牌运营计划方案天猫代入驻高性价比,1500,117.0264,36.0516
1337,1670536,wisdomsion,江苏,泰州,广告首页图片处理彩页易拉宝折页宣传单主图品牌宣传品海报设计,600,120.0586,32.5525
1338,21904562,m_9432_xufycy,江苏,泰州,LOGO设计,800,120.0586,32.5525
1339,15046340,禀心文案,江苏,泰州,文化科技行业LOGO设计,300,120.0586,32.5525
1340,5934671,zhuyongzy12008,河北,唐山,品牌策划品牌故事企业公司简介品牌文化公司品牌理念愿景文案写作,4500,118.4766,39.6826
1341,21777056,t_0418_mCjtrn,河北,唐山,我需要logo,880,118.4766,39.6826
1342,21929966,t_1656_Fyokxi,天津,天津,【高性价】食品饮料高端包装设计手提袋装设计产品插画包装瓶标贴,1,117.4219,39.4189
1343,9170008,銀龍,天津,天津,需要详情页设计,300,117.4219,39.4189
1344,10154960,kwet,天津,天津,需要logo,300,117.4219,39.4189
1345,21884688,m_7050_rdlx5o,天津,天津,画册易拉宝广告平面设计展会海报折页宣传册包装设计传单详情设计,800,117.4219,39.4189
1346,21884688,m_7050_rdlx5o,天津,天津,画册易拉宝广告平面设计展会海报折页宣传册包装设计传单详情设计,320,117.4219,39.4189
1347,21878096,m_3003_6rrjsx,天津,天津,需要logo,1000,117.4219,39.4189
1348,6393547,福灏,天津,天津,普通logo设计3个创意，3年经验设计师，满意为止。,300,117.4219,39.4189
1349,21928416,t_1958_tBnq3k,天津,天津,酒类LOGO设计,500,117.4219,39.4189
1350,21920408,t_6991_Ky5jz1,天津,天津,程控编程,1800,117.4219,39.4189
1351,21881880,人之初性本恶,天津,天津,来恩罗德需要logo,300,117.4219,39.4189
1352,21985013,m_7667_gs8w6v,天津,天津,【新用户福利】我需要0成本代理游戏服务,0.1,117.4219,39.4189
1353,21632100,磊子哥,天津,天津,天津辉磊科技发展有限公司需要产品外观设计,8000,117.4219,39.4189
1354,21996290,m_7911_c1ima6,天津,天津,我需要LOGO,599,117.4219,39.4189
1355,22002978,m_1546_x0vvjj,天津,天津,爆款详情页设计淘宝美工网店装修美工包月外包宝贝页面描述制作,200,117.4219,39.4189
1356,21817971,m_2279_gyfbdj,天津,天津,我需要包装设计,4500,117.4219,39.4189
1357,21993881,m_6564_0ranp9,天津,天津,我需要宣传册设计,300,117.4219,39.4189
1358,22018631,m_1140_g8esj5,天津,天津,LOGO设计,350,117.4219,39.4189
1359,11334529,通信小王子,天津,天津,倍好企业服务LOGO设计,300,117.4219,39.4189
1360,9706038,飘香阁鲜花,天津,天津,淘宝直播 天猫京东直播代运营 商家达人全球购直播代开微淘,50,117.4219,39.4189
1361,13494859,zhaiyichao,天津,天津,【高端原创】公司LOGO企业logo标志设计vi设计商标设计,528,117.4219,39.4189
1362,14317932,楠少达人,天津,天津,返利网广告文案写作,200,117.4219,39.4189
1363,22019246,t_1612ob4r0y,天津,天津,app定制开发软件APP制作原生开发产品设计【实体团队】,10,117.4219,39.4189
1364,21994665,t_0353_WO857z,天津,天津,【艺雲包装盒】食品/化妆品/饮料/茶叶/红酒/奢侈品包装设计,2000,117.4219,39.4189
1365,21730326,m_2405_y4ts7s,天津,天津,淘宝天猫直播京东店铺直播代运营内容执行运营推广流量提升,40,117.4219,39.4189
1366,21806429,t_0166_vQqh66,天津,天津,健康科技类公司经营理念 青汁产品理念(一句话或15字以内),50,117.4219,39.4189
1367,21722480,m_1883_pkkb8y,天津,天津,【自营】-标准版企业网站/一站式网站建设/不满意退全款,3500,117.4219,39.4189
1368,21917575,m_1055_q3akvz,天津,天津,淘宝天猫详情页爆款宝贝产品描述定制外包首页设计师美工店铺装修,50,117.4219,39.4189
1369,20027531,t_4604kog291,天津,天津,小程序开发微信开发微商城微官网微信分销系统公众号微信公众平台,80,117.4219,39.4189
1370,20027531,t_4604kog291,天津,天津,企业网站建设网站设计网站开发网站定制网站制作网页设计公司官网,80,117.4219,39.4189
1371,1277179,tangxiaomao,安徽,铜陵,【电商直播】京东天猫淘宝直播达人店铺全球购直播图文短视频营销,50,117.9382,30.9375
1372,1277179,tangxiaomao,安徽,铜陵,【电商直播】京东天猫淘宝直播达人店铺全球购直播图文短视频营销,60,117.9382,30.9375
1373,21869513,m_4084_7dsjs4,贵州,铜仁,PPT设计ppt制作演示汇报路演招商课件PPT简历PPT美化,50,108.6218,28.0096
1374,21701808,m_0932_zusmml,山东,威海,【年终大促】企业商标logo设计原创定制设计不满意全额退款！,593.01,121.9482,37.1393
1375,21971757,t_0231_HLjui1,山东,威海,【高端原创】公司LOGO企业logo标志设计vi设计商标设计,528,121.9482,37.1393
1376,22010773,m_4742_q5q911,山东,威海,PPT设计模板年会PPT美化制作商业计划书工作总结整店详情页,300,121.9482,37.1393
1377,21744308,t_2155_cd03j0,山东,威海,花型设计  图案设计 绘画设计 原创图案 家纺图案 平面设计,1400,121.9482,37.1393
1378,20027524,t_6742tc653p,山东,潍坊,小程序开发微信开发微商城微官网微信分销系统公众号微信公众平台,80,119.0918,36.524
1379,20027524,t_6742tc653p,山东,潍坊,企业网站建设网站设计网站开发网站定制网站制作网页设计公司官网,80,119.0918,36.524
1380,21895245,m_0220_gov049,山东,潍坊,公司企业LOGO设计平面餐饮门店logo图形标志品牌商标设计,999,119.0918,36.524
1381,2662512,RedPic,山东,潍坊,"巡查管理系统,学校巡查系统,教师巡查管理平台.学校老师巡查软",4000,119.0918,36.524
1382,17026059,t_3955dufbez,山东,潍坊,LOGO设计公司logo商标品牌设计标志设计包装vi图文图形,1988,119.0918,36.524
1383,21884585,m_3387_oq2rve,山东,潍坊,广告语设计,380,119.0918,36.524
1384,21644555,m_7853_q3mmsi,浙江,温州,我需要海报设计,300,120.498,27.8119
1385,21252610,t_6825YMxkdv,浙江,温州,淘宝天猫引流推广淘宝天猫店铺网店无线手机APP流量精准引流,158,120.498,27.8119
1386,7947407,STARBUSSGROUP,浙江,温州,我需要吉祥物,6000,120.498,27.8119
1387,21069808,t_3063NV8cwt,浙江,温州,淘宝直播运营天猫直播申请淘宝达人L1L2L3申请内容运营诊断,32,120.498,27.8119
1388,21069808,t_3063NV8cwt,浙江,温州,淘宝天猫代运营app端优化手淘移动端端排名诊断无线搜索分析,11,120.498,27.8119
1389,21699966,m_8155_wcws4j,浙江,温州,我需要电商网站,4500,120.498,27.8119
1390,21735505,m_8670_t4rra6,浙江,温州,NOVIDAI,700,120.498,27.8119
1391,20178188,t_0168boibqz,浙江,温州,天猫淘宝代运营搜索流量优化内容运营无线搜索app搜索数据分析,20,120.498,27.8119
1392,9536342,banbi,浙江,温州,LOGO设计,300,120.498,27.8119
1393,21723390,m_3050_4p8noi,浙江,温州,品牌故事企业文化公司简介绍理念文案策划定位愿景口号价值观写作,1200,120.498,27.8119
1394,21881265,m_6042_pi9bgw,新疆,乌鲁木齐,我需要漫画设计,3000,,
1395,21968770,m_1251_rk0ynr,新疆,乌鲁木齐,多折页宣传单,3000,,
1396,21915295,m_4876_xukxep,新疆,乌鲁木齐,我需要搜索权重优化,200,,
1397,21900572,t_8287_STd4rm,新疆,乌鲁木齐,我需要flash动画,400,,
1398,8587086,风过明天,新疆,乌鲁木齐,淘宝美工包月电商设计服务管家美工外包活动页设计年服务包季年,3000,,
1399,21911235,m_0795_xvqxfp,新疆,乌鲁木齐,教育餐饮品牌注册企业标志门店图标图文字卡通动态LOGO设计,299,,
1400,21870398,t_2547_aVwnrt,新疆,乌鲁木齐,口腔门诊LOGO设计,500,,
1401,21978234,t_9010ojlqe9,山东,无锡,【总监操刀】微信微博原创、公众号创意营销文案策划、新媒体文案,60,120.3442,31.5527
1402,969098,jixianlun,山东,无锡,需要logo,500,120.3442,31.5527
1403,21859867,m_5164_v3ooo7,山东,无锡,三公子LOGO设计,500,120.3442,31.5527
1404,21859867,m_5164_v3ooo7,山东,无锡,我需要logo,500,120.3442,31.5527
1405,21254962,t_7872fsb05z,江苏,无锡,LOGO设计高端原创企业公司标志品牌商标工业餐饮logo设计,592.02,120.3442,31.5527
1406,22030212,t_7812_FE3ox0,江苏,无锡,BP路演创业项目广告公司品牌企业商标活动起名取名,100,120.3442,31.5527
1407,22017041,m_0470_72ryxp,江苏,无锡,翻译【特惠翻译】资深英文翻译公司/英语翻译/合同标书视频翻译,118,120.3442,31.5527
1408,21847795,t_5051_pu3yj5,江苏,无锡,卡通logo设计/卡通形象设计/吉祥物设计/漫画人物设计,700,120.3442,31.5527
1409,8880627,无锡小宝,江苏,无锡,淘宝直播 天猫京东直播代运营 商家达人全球购直播代开微淘,236,120.3442,31.5527
1410,21944823,m_7139_eqz0r8,江苏,无锡,PPT设计,500,120.3442,31.5527
1411,21914109,m_4791_788b5w,江苏,无锡,我需要logo,300,120.3442,31.5527
1412,21936525,m_5139_bk9s2g,江苏,无锡,【新春钜惠】企业公司LOGO品牌商标卡通logo包装vi设计,871.2,120.3442,31.5527
1413,14566889,t_0867ottboc,江苏,无锡,微信广告微信朋友圈公众号广告投放腾讯官方广告微信营销图文浏览,400,120.3442,31.5527
1414,12259833,奔跑的金馒头,江苏,无锡,品牌征集取名,500,120.3442,31.5527
1415,15537400,t_6702eeusxh,江苏,无锡,【原天猫团队操作】天猫入驻品牌运营计划方案天猫代入驻高性价比,1500,120.3442,31.5527
1416,8752876,头文,江苏,无锡,无锡运动网需要logo,500,120.3442,31.5527
1417,14879590,fenixhunt,江苏,无锡,翻译【特惠翻译】资深英文翻译公司/英语翻译/合同标书视频翻译,100,120.3442,31.5527
1418,11101273,m_8989gt84lm,江苏,无锡,翻译【政企定点翻译公司】 英语翻译网站翻译合同翻译英文档翻译,228,120.3442,31.5527
1419,21851828,t_5117_WQzdj1,江苏,无锡,福州南京石家庄太原武汉南宁西安哈尔滨南昌logo设计标志设计,3500,120.3442,31.5527
1420,11295435,m_2256l6b0cq,安徽,芜湖,【家具效果图】淘宝天猫京东电商家具装修效果图设计制作3D建模,600,118.3557,31.0858
1421,11295435,m_2256l6b0cq,安徽,芜湖,【家具效果图】淘宝天猫京东电商家具装修效果图设计制作3D建模,1350,118.3557,31.0858
1422,11295435,m_2256l6b0cq,安徽,芜湖,【家装设计-现代简约】新房装修空间户型效果图室内施工图设计,1600,118.3557,31.0858
1423,21987752,t_6765gvx1ym,安徽,芜湖,【广告设计】展示广告户外宣传海报平面设计、餐饮食品生活旅游,9,118.3557,31.0858
1424,16424796,t_3439qpsizz,湖北,武汉,美容护肤品LOGO设计,500,114.3896,30.6628
1425,21743781,t_9153_asc7zl,湖北,武汉,网站改版web前端、手机端页面设计及html+div+css,2700,114.3896,30.6628
1426,21891345,t_5322_QLpu70,湖北,武汉,【尚色设计】活动单页/教育餐饮宣传单页/DM单页/宣传单设计,200,114.3896,30.6628
1427,21951034,m_8317_yza796,湖北,武汉,【新用户福利】我需要企业产品销量倍增秘籍服务,0.1,114.3896,30.6628
1428,6017754,ssflaq,湖北,武汉,我需要app定制开发,3800,114.3896,30.6628
1429,8512751,肖邦弹不出的夜曲,湖北,武汉,电子电气行业创意logo设计,900,114.3896,30.6628
1430,22019781,t_7596tykhzb,湖北,武汉,【总监操刀】微信微博原创、公众号创意营销文案策划、新媒体文案,50,114.3896,30.6628
1431,19275654,t_1035ed5fd3,湖北,武汉,莫克logo设计商标设计餐饮食品教育金融IT服装电商logo,488,114.3896,30.6628
1432,18830485,t_2729qb9iel,湖北,武汉,我需要品牌起名,200,114.3896,30.6628
1433,16605298,t_6571bjo9ch,湖北,武汉,SEO优化百度关键词排名白帽优化网站排名百度快照网站营销,300,114.3896,30.6628
1434,16605298,t_lkas71bjo9ch,湖北,武汉,【网站优化】SEO网站优化关键词百度优化排名搜索引擎排名优化,1100,114.3896,30.6628
1435,4911058,49天の37°,湖北,武汉,华蔚然车品专营店LOGO设计,300,114.3896,30.6628
1436,8672263,yoyo_818,湖北,武汉,网络整合营销策划APP贴吧推广百度品牌口碑创建网站SEO优化,5300,114.3896,30.6628
1437,20681519,t_4839fl3dnq,湖北,武汉,火山小视频抖音最右APP微视小咖秀配音秀小红书粉丝通推广,90,114.3896,30.6628
1438,20588097,t_8650kjscka,湖北,武汉,logo设计（主管）企业公司餐饮品牌教育金融logo,579,114.3896,30.6628
1439,19689425,t_8965inj5sz,湖北,武汉,我需要微信小程序,2000,114.3896,30.6628
1440,20588097,t_8650kjscka,湖北,武汉,我需要品牌起名,1000,114.3896,30.6628
1441,18145491,t_7209savrju,湖北,武汉,品牌整合营销策划媒体投放策划企业公关策划网络营销策划,700,114.3896,30.6628
1442,18145491,t_7209savrju,湖北,武汉,品牌产品百度整合营销网络软文代发布策划写作APP推广百科修改,930,114.3896,30.6628
1443,21881187,t_2816_Eiorav,湖北,武汉,微商城小程序手机企业官网站建设公司网站微信定制开发网页设计,1,114.3896,30.6628
1444,21707339,t_3286_bZqjg1,湖北,武汉,文案外包原创文章撰写百度百科品牌策划文案电商文案小红书写作,550,114.3896,30.6628
1445,22001322,m_8628_9lcjhu,湖北,武汉,商业插画设计海报手绘漫画原画设计绘本唯美插画书籍产品包装插画,3000,114.3896,30.6628
1446,21881202,t_8379_Srk2ou,湖北,武汉,微商城小程序手机企业官网站建设公司网站微信定制开发网页设计,1,114.3896,30.6628
1447,21999977,t_4635_vPdt6w,湖北,武汉,【微信开发】微信三级分销商城开发小程序开发微信公众平台开发,980,114.3896,30.6628
1448,22001354,m_8970_e5urn8,湖北,武汉,ppt美化,1200,114.3896,30.6628
1449,22001354,m_8970_e5urn8,湖北,武汉,我需要ppt设计,260,114.3896,30.6628
1450,21883863,m_9700_i2qa2p,湖北,武汉,华中科技大学人工智能与自动化学院LOGO设计,300,114.3896,30.6628
1451,16606621,nicetiom,湖北,武汉,微信三级分销商城开发微信小程序开发微信公众平台分销微信开发,1280,114.3896,30.6628
1452,11854557,锐点品牌设计,湖北,武汉,企业公司品牌logo设计图文标志商标图标LOGO画册平面设计,415,114.3896,30.6628
1453,7741638,穿拖板的龙_@Zbj,湖北,武汉,EXCEL文档数据提取,300,114.3896,30.6628
1454,19524253,众鸣,陕西,西安,品牌整合营销全案口碑营销策划执行新媒体整合营销策划,2170,109.1162,34.2004
1455,19524253,众鸣,陕西,西安,品牌整合营销全案口碑营销策划执行新媒体整合营销策划,500,109.1162,34.2004
1456,19524253,众鸣,陕西,西安,品牌整合营销全案口碑营销策划执行新媒体整合营销策划,610,109.1162,34.2004
1457,11375358,铁丝叔叔,陕西,西安,快品堂-品牌logo设计,300,109.1162,34.2004
1458,9501473,小chen2013,陕西,西安,全国推广 app下载 邀请  设计 二维码 注册 推广,2000,109.1162,34.2004
1459,9035149,yu523,陕西,西安,陕西悦韩宫餐饮管理有限公司LOGO设计,300,109.1162,34.2004
1460,22025698,t_2205ovb4g1,陕西,西安,【包装盒设计】纸箱包装盒设计、彩盒平面外包装礼品盒定制设计,10,109.1162,34.2004
1461,10917741,jife123,陕西,西安,前端开发H5网站开发web前端设计网页切片前端外包自适应网站,700,109.1162,34.2004
1462,10917741,jife123,陕西,西安,进行网站首页的UI设计，支持手机响应式布局,1000,109.1162,34.2004
1463,20242168,t_1423abro9i,陕西,西安,我需要海报设计,800,109.1162,34.2004
1464,19343990,t_8186prlwed,陕西,西安,品牌策划品牌故事企业公司简介品牌文化公司品牌理念愿景文案写作,4400,109.1162,34.2004
1465,13623116,中善品牌设计,陕西,西安,我需要LOGO,1800,109.1162,34.2004
1466,21726887,t_2121_ijbq6k,陕西,西安,视觉设计系统VI设计全套VIS设计企业VI设计导视系统,1826,109.1162,34.2004
1467,21887001,t_0192_lK95nt,陕西,西安,【匠二设计资深原创】公司logo企业标志设计商标logo设计,300,109.1162,34.2004
1468,21715293,t_7639_ufq3sl,陕西,西安,【艺点资深logo设计】商标logo设计品牌LOGO设计标志,1000,109.1162,34.2004
1469,21915158,m_6850_stheva,陕西,西安,苹果企业证书签名APP iOS签名 ipa打包wap封装,300,109.1162,34.2004
1470,21463501,t_8179Jcg0pe,陕西,西安,陕西共享饮水科技我需要后端开发，要求：接口开发,300,109.1162,34.2004
1471,21927216,t_0365_mzrfso,陕西,西安,企业公司品牌logo设计图文标志商标图标LOGO画册平面设计,415,109.1162,34.2004
1472,21877837,t_5289_NRebyc,陕西,西安,企业签名|IOS签名|苹果签名|苹果上架|应用上架|苹果证书,500,109.1162,34.2004
1473,21892199,m_7743_f48239,陕西,西安,我需要logo,700,109.1162,34.2004
1474,21833465,m_1270_ovjkxt,陕西,西安,我需要LOGO设计,1698,109.1162,34.2004
1475,21363360,t_3098Oujves,陕西,西安,网站建设网站制作/网站设计企业网站开发响应式网站定制H5,6890,109.1162,34.2004
1476,4736357,西安华邦软件,陕西,西安,需要logo,1000,109.1162,34.2004
1477,21907698,m_0510_zcoaw9,陕西,西安,我需要logo,600,109.1162,34.2004
1478,10829033,鼎光网络,陕西,西安,我需要自定义类目,500,109.1162,34.2004
1479,21708890,m_8457_4rprz9,陕西,西安,【高端原创】公司LOGO企业logo标志设计vi设计商标设计,528,109.1162,34.2004
1480,21894135,t_1067_cxbtyg,陕西,西安,企业logo设计,1300,109.1162,34.2004
1481,21855590,m_9702_t5qk7m,陕西,西安,西安赛客赛思策略机构需要四格漫画,3000,109.1162,34.2004
1482,21838344,m_1887_hmhnee,陕西,西安,【匠二设计资深原创】公司logo企业标志设计商标logo设计,600,109.1162,34.2004
1483,19805686,企程帮邦,陕西,西安,logo设计 logo 标志设计字体餐饮电商商业 满意为止,280,109.1162,34.2004
1484,18350725,t_1574yv98jm,青海,西宁,品牌LOGO设计 公司企业LOGO 副总监设计,598,101.4038,36.8207
1485,22026332,t_9614sb6hlj,青海,西宁,【广告设计】展示广告户外宣传海报平面设计、餐饮食品生活旅游,9,101.4038,36.8207
1486,21873847,m_6289_vyicff,云南,西双版纳傣族自治州,我需要LOGO,1600,100.8984,21.8628
1487,21764128,m_9185_u5zdzs,湖南,湘潭,北京上海广州深圳杭州成都南京合肥天津济南长沙logo设计标志,1980,112.5439,27.7075
1488,21374639,livespring,湖南,湘潭,我需要广告牌设计,150,112.5439,27.7075
1489,21960604,m_4444_o51mdb,湖北,襄阳,百货公司logo设计,1000,111.9397,31.9263
1490,21855898,m_6930_x39r2i,湖北,襄阳,我需要logo,188,111.9397,31.9263
1491,21965166,m_8606_t6ekln,湖北,孝感,【新用户福利】我需要企业抖音号代认证服务,0.1,113.9502,31.1188
1492,21928368,逸苏科技,湖北,孝感,活动页面设计淘宝店铺海报设计网页banner图片设计,400,113.9502,31.1188
1493,21928368,逸苏科技,湖北,孝感,logo设计高端原创 注册商标设计卡通品牌标志企业字体VI,285.12,113.9502,31.1188
1494,21773162,t_7823_yjni4e,湖北,孝感,24节气插画,14000,113.9502,31.1188
1495,21977255,t_1062_XQ10wc,山西,忻州,特惠logo设计餐饮LOGO设计标志品牌设计名片logo设计,1000,112.4561,38.8971
1496,21913179,m_7692_jsu744,河南,新乡,百度微信小程序开发定制作源码公众号微商城同城设计模板后台教程,500,114.2029,35.3595
1497,21987423,t_4506syp3fo,河南,新乡,【包装盒设计】纸箱包装盒设计、彩盒平面外包装礼品盒定制设计,10,114.2029,35.3595
1498,21791892,t_5497_lowawu,河南,新乡,产业集群发展投资有限公司LOGO设计,800,114.2029,35.3595
1499,21964365,m_2548_vtdx00,河南,新乡,【新用户福利】我需要0成本代理游戏服务,0.1,114.2029,35.3595
1500,21994259,t_3250_Bors22,河北,邢台,【艺点包装设计】资深设计师瓶贴设计包装设计/食品饮料包装设计,2000,114.8071,37.2821
1501,10805373,蕊小仙子,河北,邢台,公司取名品牌命名企业取名起名商标起名网站取名店铺起名产品取名,980,114.8071,37.2821
1502,21777451,MrPet,河北,邢台,LOGO设计,105,114.8071,37.2821
1503,14868238,小糖宝小铺,江苏,宿迁,淘宝天猫店铺设计,6,118.5535,33.7775
1504,14868238,小糖宝小铺,江苏,宿迁,淘宝天猫店铺设计,8,118.5535,33.7775
1505,14868238,小糖宝小铺,江苏,宿迁,淘宝天猫店铺设计,30,118.5535,33.7775
1506,21898977,m_8480_j6idca,江苏,宿迁,图片处理PS图片合成抠图去水印淘宝美工主图修图详情页图片设计,260,118.5535,33.7775
1507,22017349,t_1885jo2pmo,江苏,宿迁,【图标设计】品牌企业公司图标设计、APP界面图标UI前端设计,10,118.5535,33.7775
1508,22001000,t_8858ndn18a,江苏,宿迁,【包装盒设计】纸箱包装盒设计、彩盒平面外包装礼品盒定制设计,10,118.5535,33.7775
1509,21995733,t_8212plqhx0,江苏,宿迁,【图标设计】品牌企业公司图标设计、APP界面图标UI前端设计,10,118.5535,33.7775
1510,15333155,js在路上,江苏,宿迁,京搜搜LOGO 设计,300,118.5535,33.7775
1511,21987632,t_2931axc1w7,江苏,宿迁,【首页设计】淘宝天猫京东电商主页首页定制设计美工修图,12,118.5535,33.7775
1512,21908948,m_5616_dwzc8u,江苏,徐州,LOGO设计高端原创企业公司标志品牌商标工业餐饮logo设计,598,117.5208,34.3268
1513,22036277,t_7066mb8ujn,江苏,徐州,微信开发定制微信小程序开发公众号平台开发微商城【实体团队】,11,117.5208,34.3268
1514,21995500,t_7281as2xt3,江苏,徐州,【总监操刀】微信微博原创、公众号创意营销文案策划、新媒体文案,70,117.5208,34.3268
1515,3845684,江苏阿喜空间设计,江苏,徐州,企业网站建设网站开发模版网站建设企业网站晨星网络,850,117.5208,34.3268
1516,21847272,m_0928_wzt8jf,江苏,徐州,【匠二设计资深原创】公司logo企业标志设计商标logo设计,210,117.5208,34.3268
1517,16221790,t_5478ks8x5p,江苏,徐州,我需要其它效果图,6650,117.5208,34.3268
1518,14061929,蔡老大食品,江苏,徐州,品牌口号/广告语/品牌定位/精品服务/保证原创 /满意为止,200,117.5208,34.3268
1519,16221790,张力0908,江苏,徐州,展位效果图设计 装修效果图  室内设计 展厅设计 展厅效果图,4085,117.5208,34.3268
1520,18810734,t_2028ku3ed7,江苏,徐州,茶舍LOGO设计,300,117.5208,34.3268
1521,21866581,t_6217_xu7j2o,江苏,徐州,新沂市花厅文化传媒有限公司LOGO设计,880,117.5208,34.3268
1522,21656344,t_9005_mQnv2v,江苏,徐州,【Discuz】论坛建设_社区网站制作_DZ论坛二次开发,2000,117.5208,34.3268
1523,20027512,t_4992lhrso1,河南,许昌,企业网站建设网站设计网站开发网站定制网站制作网页设计公司官网,80,113.6975,34.0466
1524,20027512,t_4992lhrso1,河南,许昌,小程序开发微信开发微商城微官网微信分销系统公众号微信公众平台,80,113.6975,34.0466
1525,21337918,t_1430mkeflw,安徽,宣城,美工外包美工包月电商设计电商美工阿里巴巴速卖通店铺飞猪装修,100,118.8062,30.6244
1526,21337918,t_1430mkeflw,安徽,宣城,微信代运营公众号文案原创微信文章写作公众号代运营 湖畔文案,100,118.8062,30.6244
1527,17588533,t_3866hfpgmn,安徽,宣城,抖音视频策划摄制微商网红包装影片后期配音特效剪辑制作包月服务,1000,118.8062,30.6244
1528,21397985,t_4196xa9pb9,四川,雅安,产品详情页设计制作淘宝天猫店铺宝贝活动页设计描述套版美工外包,100,102.6672,29.8938
1529,21397985,t_4196xa9pb9,四川,雅安,淘宝店铺首页装修设计美工外包天猫店铺首页设计装修海报众筹页面,100,102.6672,29.8938
1530,21765040,t_1847_NQcbpm,山东,烟台,网站建设H5网站网页UI设计建设开发企业电商城微信app开发,7200,120.7397,37.5128
1531,21944803,t_3540_AX4exu,山东,烟台,我需要logo,100,120.7397,37.5128
1532,21931616,m_7851_cxvn3g,山东,烟台,英语学校LOGO设计+取名,300,120.7397,37.5128
1533,17313260,m_9929_a5m0ux,山东,烟台,阿胶包装/食品/透明/包装设计/蜂蜜/母婴/ 坚果/瓜子包装,2300,120.7397,37.5128
1534,21679126,t_6862_zlcklr,山东,烟台,品牌企业公司LOGO设计注册图文标志商标logo餐饮平面设计,50,120.7397,37.5128
1535,21679424,m_9803_s7y3hc,山东,烟台,公司全案餐饮网站品牌酒店培训门店网店国际化LOGO,50,120.7397,37.5128
1536,21995875,t_5352_HAh704,山东,烟台,微信公众号申请认证微信服务号申请认证微信商户号支付申请,150,120.7397,37.5128
1537,9516178,week每一刻,陕西,延安,石榴盒子美业品牌图标设计,800,109.1052,36.4252
1538,21454675,t_3197wv85fs,吉林,延边朝鲜族自治州,我需要自定义类目,300,129.397,43.2587
1539,21916660,m_8058_tjo6o7,吉林,延边朝鲜族自治州,【新用户福利】我需要0成本代理游戏服务,0.1,129.397,43.2587
1540,21664915,m_8500_rc6wic,吉林,延边朝鲜族自治州,我需要图标icon设计,50,129.397,43.2587
1541,21875666,m_2234_i8wtvl,江苏,盐城,早幼教行业集团公司起名+LOGO设计,1000,120.2234,33.5577
1542,21989736,m_8075_2qyn75,江苏,盐城,盐城单民建设工程有限公司LOGO设计,300,120.2234,33.5577
1543,21986288,m_3725_kvr68f,江苏,盐城,【以太文化】LOGO设计企业公司产品品牌标志商标设计餐饮卡通,399,120.2234,33.5577
1544,5375923,bosskbm,江苏,盐城,淘宝天猫猪八戒海报设计详情页海报制作微信海报平面海报设计,300,120.2234,33.5577
1545,20030892,t_4192mntyj0,江苏,扬州,企业网站建设网站设计网站开发网站定制网站制作网页设计公司官网,80,119.4653,32.8162
1546,20030892,t_4192mntyj0,江苏,扬州,小程序开发微信开发微商城微官网微信分销系统公众号微信公众平台,80,119.4653,32.8162
1547,21770864,m_1834_db7awn,江苏,扬州,民宿设计 别墅设计 私人房  乡村房 农家乐,999.9,119.4653,32.8162
1548,10850747,佑佑V5,江苏,扬州,【专业配音】彩铃广告飞蝶说PPT解说课件专题英文动画出单快,415.8,119.4653,32.8162
1549,12319066,m_6363rpnnd5,江苏,扬州,我需要logo,300,119.4653,32.8162
1550,9809705,wikmimi010,江苏,扬州,产品亮点挖掘及内容输出,3000,119.4653,32.8162
1551,21925142,m_2207_bts4lj,江苏,扬州,【新用户福利】我需要0成本代理游戏服务,0.1,119.4653,32.8162
1552,21952242,t_3508_nq07la,江苏,扬州,【新用户福利】我需要0成本代理游戏服务,0.1,119.4653,32.8162
1553,12848675,天空之澄,江苏,扬州,我需要logo,1000,119.4653,32.8162
1554,21807777,m_1307_3gce1a,广东,阳江,LOGO设计,1280,111.8298,22.0715
1555,21189973,t_9262fPp2ev,广东,阳江,易象公司logo设计标志设计餐饮LOGO企业字体图形设计商标,400,111.8298,22.0715
1556,21781683,lhnts,湖北,宜昌,我需要品牌起名,1000,111.1707,30.7617
1557,20851856,邱金霞,江西,宜春,包装设计品牌包装礼盒包装袋手提袋设计创意瓶贴卡盒标签包装盒,800,115.0159,28.3228
1558,21789922,m_6779_vm1aaj,江西,宜春,我需要dsp广告,10,115.0159,28.3228
1559,21735426,愿喜长安小馒头,湖南,益阳,【新用户福利】我需要企业产品销量倍增秘籍服务,0.1,111.731,28.3832
1560,11715115,Ditole,江西,鹰潭,LOGO设计原创品牌公司企业VI商标设计标志logo满意为止,500,117.0813,28.2349
1561,21969563,m_6798_kh2lc2,辽宁,营口,明朗口腔LOGO设计,60,122.4316,40.4297
1562,21809621,t_2798_rcufbp,辽宁,营口,吕固建材需要LOGO设计,300,122.4316,40.4297
1563,21975926,m_3727_mf8t2k,辽宁,营口,我需要餐饮空间设计,2600,122.4316,40.4297
1564,5986208,周文明,湖南,永州,我需要单片机系统开发,3300,111.709,25.752
1565,21801183,m_0767_020x5x,陕西,榆林,LOGO设计,898,109.8743,38.205
1566,21822486,t_2923_pO8v6s,广西,玉林,玉林市秀雨优扬商贸有限公司需要logo,599,110.2148,22.3792
1567,17039685,t_0002hqxuv1,云南,玉溪,我需要包装盒设计,2000,101.9312,23.8898
